Logging to output/discrete/PPO/train/11-06-2024-14-44-09/
-----------------------------------------
| rollout/                |             |
-------------------------------------------
-------------------------------------------
| rollout/                |               |
|    ep_len_mean          | 3.91          |
|    ep_rew_mean          | -2.91         |
| time/                   |               |
|    fps                  | 1026          |
|    iterations           | 188           |
|    time_elapsed         | 46            |
|    total_timesteps      | 48128         |
| train/                  |               |
|    approx_kl            | 0.00043072389 |
|    clip_fraction        | 0.00469       |
|    clip_range           | 0.2           |
|    entropy_loss         | -0.0238       |
|    explained_variance   | 0.999         |
|    learning_rate        | 0.0001        |
|    loss                 | 5.83e-05      |
|    n_updates            | 1294          |
|    policy_gradient_loss | -0.00336      |
|    value_loss           | 0.00109       |
-------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 4.02         |
|    ep_rew_mean          | -3.02        |
| time/                   |              |
|    fps                  | 1025         |
|    iterations           | 192          |
|    time_elapsed         | 47           |
|    total_timesteps      | 49152        |
| train/                  |              |
|    approx_kl            | 0.0011942254 |
|    clip_fraction        | 0.00313      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0165      |
|    explained_variance   | 0.999        |
|    learning_rate        | 0.0001       |
|    loss                 | 0.000138     |
|    n_updates            | 1328         |
|    policy_gradient_loss | -0.0025      |
|    value_loss           | 0.000483     |
------------------------------------------
------------------------------------------
| rollout/                |              |
|    ep_len_mean          | 3.91         |
|    ep_rew_mean          | -2.91        |
| time/                   |              |
|    fps                  | 1024         |
|    iterations           | 196          |
|    time_elapsed         | 48           |
|    total_timesteps      | 50176        |
| train/                  |              |
|    approx_kl            | 0.0002086719 |
|    clip_fraction        | 0.00703      |
|    clip_range           | 0.2          |
|    entropy_loss         | -0.0324      |
|    explained_variance   | 1            |
|    learning_rate        | 0.0001       |
|    loss                 | 0.00262      |
|    n_updates            | 1362         |
|    policy_gradient_loss | -0.00231     |
|    value_loss           | 0.000535     |
------------------------------------------
